family,name,type,status,desc
PGF,APT_Loader_Win_PGF_1,yara,production,This rule looks for PDB strings observed in some PGF generated DLLs.
PGF,APT_Loader_Win_PGF_2,yara,production,This rule looks for PE files that match the rich header hash of files generated by PGF.
PGF,APT_Loader_XOML_PGF_1,clamav,production,A static type of detection intended to detect Strings in xml property on a xoml payload variant of PGF
PGF,CONTROL PANEL ITEMS (METHODOLOGY),hxioc,supplemental,"Windows Control Panel items are utilities that allow users to view and adjust computer settings. Control Panel items are registered executable (.exe) or Control Panel (.cpl) files, the latter are actually renamed dynamic-link library (.dll) files that export a CPlApplet function. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion and Technique(s): T1218.002."
PGF,DISM EXECUTION IN SUSPICIOUS LOCATION (METHODOLOGY),hxioc,supplemental,"Deployment Image Servicing and Management (DISM.exe) is a command-line tool that can be used to service and prepare Windows images. This IOC execution of DISM.exe placed outside its legitimate location. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1036.005, T1055."
PGF,DISM NETWORK ACTIVITY (METHODOLOGY),hxioc,supplemental,"Deployment Image Servicing and Management (DISM.exe) is a command-line tool that can be used to service and prepare Windows images. This IOC detects unusual network activity coming from DISM.exe. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1036.005, T1055."
PGF,INSTALLUTIL APP WHITELISTING BYPASS (METHODOLOGY),hxioc,production,This alert looks for evidence of the native signed Windows binary InstallUtil.exe being used to load PE files. This technique can be used to bypass application whitelisting and has been observed used in the wild. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion and Technique(s): T1218.004.
PGF,INSTALLUTIL CHILD PROCESS (METHODOLOGY),hxioc,supplemental,"InstallUtil can be used to proxy execution of another binary. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion and Technique(s): T1218.004."""
PGF,LOLBIN EXECUTION (METHODOLOGY),hxioc,supplemental,"Detects execution of numerous ""living off the land"" binaries - signed binaries used to launch arbitrary code, to bypass detection, application whitelisting and/or User Account Control. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1216.001, T1218.001, T1218.002, T1218.003, T1218.004, T1218.005, T1218.007, T1218.008, T1218.009, T1218.010, T1218.011, T1548.002."
PGF,NETSH EXECUTION (METHODOLOGY),hxioc,supplemental,"Detects execution of the Windows netsh utility. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Discovery and Technique(s): T1016, T1518.001, T1562.001."
PGF,POSSIBLE SRPROXY SIDE-LOADING (METHODOLOGY),hxioc,supplemental,"SRProxy is a tool that is part of the Citrix Receiver package. This IOC will detect the possible DLL side-loading attempt on SRProxy.exe. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1574.002."
PGF,PackageIdentification.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of PackageIdentification.dll based on image loads from unexpected locations.
PGF,PayloadGenerationFramework FileWrites (Utility),hxioc,production,"This rule detects filewrites for known executable MD5 hashes leveraged by the PayloadGenerationFramework for DLL SideLoading. MD5 hashes map to the following, avpui.exe, chrome_frame_helper.exe (3 MD5s), googleupdate.exe (3 MD5s), HPCustParticUI.exe, mcoemcpy.exe, mcupdui.exe, mcvsmap.exe, mcvsshld.exe, mobpopup.exe, nav32.exe, pplive.exe, quest.exe, securitycenter.exe, silverlightconfiguration.exe, sosoGadget.exe, start.exe, symerr.exe, tmas_wlmmon.exe, vpndownloader.exe, zlh.exe (2 MD5s)"
PGF,PotPlayer.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of PotPlayer.dll based on image loads from unexpected locations.
PGF,REGASM PARENT PROCESS (METHODOLOGY),hxioc,supplemental,"This IOC detects the spawning of a process by RegAsm.exe, a Windows command-line utility used to register .NET Component Object Model (COM) assemblies.. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1218.009, T1055."
PGF,RUNDLL32 EXECUTION (METHODOLOGY),hxioc,supplemental,Detects execution of Windows rundll32 utility. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion and Technique(s): T1218.011.
PGF,SUSPICIOUS DLL LOAD (METHODOLOGY),hxioc,supplemental,"Identifies loads of known hijackable/side-loadable DLLs from uncommon locations. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Persistence, Privilege Escalation and Technique(s): T1574.001, T1574.002."
PGF,SUSPICIOUS EXECUTION OF SEARCHPROTOCOLHOST (METHODOLOGY),hxioc,supplemental,"This IOC detects suspicious execution of SearchProtocolHost.exe. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1055.004."
PGF,TEXTTRANSFORM PARENT PROCESS (METHODOLOGY),hxioc,supplemental,"TextTransform.exe is a command-line tool used to transform a text template. This IOC detects the spawning of a process by TextTransform.exe, which could possibly indicate an attempt at process injection. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Privilege Escalation and Technique(s): T1055."
PGF,Wdscore.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of Wdscore.dll based on image loads from unexpected locations.
PGF,api-ms-win-downlevel-shell32-l1-1-0.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of api-ms-win-downlevel-shell32-l1-1-0.dll based on image loads from unexpected locations.
PGF,ashldres.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of ashldres.dll based on image loads from unexpected locations.
PGF,ccl110u.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of ccl110u.dll based on image loads from unexpected locations.
PGF,cclib.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of cclib.dll based on image loads from unexpected locations.
PGF,chrome_frame_helper.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of chrome_frame_helper.dll based on image loads from unexpected locations.
PGF,crshhndl.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of crshhndl.dll based on image loads from unexpected locations.
PGF,dismcore.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of DismCore.dll based on image loads from unexpected locations.
PGF,dwmapi.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of dwmapi.dll based on image loads from unexpected locations.
PGF,elogger.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of elogger.dll based on image loads from unexpected locations.
PGF,fmtoptions.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of fmtoptions.dll based on image loads from unexpected locations.
PGF,goopdate.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of goopdate.dll based on image loads from unexpected locations.
PGF,hpcustpartui.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of hpcustpartui.dll based on image loads from unexpected locations.
PGF,mcutil.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of  mcutil.dll based on image loads from unexpected locations.
PGF,mscorsvc.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of mscorsvc.dll based on image loads from unexpected locations.
PGF,msi.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of msi.dll based on image loads from unexpected locations.
PGF,nflogger.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of nflogger.dll based on image loads from unexpected locations.
PGF,pc2msupp.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of pc2msupp.dll based on image loads from unexpected locations.
PGF,pt1.aym Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of pt1.aym based on image loads from unexpected locations.
PGF,sidebar.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of sidebar.dll based on image loads from unexpected locations.
PGF,splash_screen.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of splash_screen.dll based on image loads from unexpected locations.
PGF,tmas_wlmhook.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of tmas_wlmhook.dll based on image loads from unexpected locations.
PGF,ui.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of ui.dll based on image loads from unexpected locations.
PGF,ushata.dll Hijack (Methodology),hxioc,supplemental,Identifies possible DLL search order hijacking of ushata.dll based on image loads from unexpected locations.
SHARPGREP,Tool_MSIL_SharpGrep_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'SharpGrep' project.
PREPSHELLCODE,HackTool_MSIL_PrepShellcode_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'PrepShellcode' project.
PUPPYHOUND,HackTool_MSIL_PuppyHound_1,yara,production,"This is a modification of an existing FireEye detection for SharpHound. However, it looks for the string 'PuppyHound' instead of 'SharpHound' as this is all that was needed to detect the PuppyHound variant of SharpHound."
PUPPYHOUND,HackTool_MSIL_SharpHound_3,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the public SharpHound3 project.
PXELOOT,HackTool_MSIL_PXELOOT_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the PXE And Loot project.
PXELOOT,HackTool_MSIL_PXELOOT_2,yara,production,This rule looks for .NET PE files that have the strings of various method names in the PXE And Loot code.
PXELOOT,PAX dism WIM mount (utility),hxioc,production,Identifies dism processes consistent with the arguments used by the tool PXE and Loot (PAX).
PXELOOT,PXELOOT (UTILITY),hxioc,production,PXELoot (PAL) is a C# tool designed to aid in the discovery and exploitation of misconfigurations in Windows Deployment Services (WDS).
REDFLARE,APT_Builder_PY_REDFLARE_1,yara,production,A static type of detection intended to detect Strings in PY Builder used to generate payloads for RedFLARE
REDFLARE,APT_Builder_PY_REDFLARE_2,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.keylogger component of RedFLARE
REDFLARE,APT_Controller_Linux_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine used by GoRAT
REDFLARE,APT_Downloader_Win32_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by httpcomms component of RedFLARE
REDFLARE,APT_Downloader_Win64_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by httpcomms component of RedFLARE
REDFLARE,APT_Keylogger_Win32_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.keylogger component of RedFLARE
REDFLARE,APT_Keylogger_Win64_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.keylogger component of RedFLARE
REDFLARE,APT_Loader_Raw32_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by stager used by RedFLARE
REDFLARE,APT_Loader_Raw64_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by stager used by RedFLARE
REDFLARE,APT_Loader_Win32_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by stager used by RedFLARE
REDFLARE,APT_Loader_Win32_REDFLARE_2,yara,production,A static type of detection intended to detect Strings related to malicious activity by modshellcode component of RedFLARE
REDFLARE,APT_Loader_Win64_REDFLARE_1,yara,production,A static type of detection intended to detect OpCode of malicious routine by stager used by RedFLARE
REDFLARE,APT_Loader_Win64_REDFLARE_2,yara,production,A static type of detection intended to detect Strings related to malicious activity by modshellcode component of RedFLARE
REDFLARE,APT_Trojan_Linux_REDFLARE_1,yara,supplemental,A static type of detection intended to detect OpCode of malicious routine by redflare.busybox component
REDFLARE,APT_Trojan_Win_REDFLARE_1,yara,production,A static type of detection intended to detect Strings related to malicious activity by modshellcode component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_2,yara,production,A static type of detection intended to detect Strings related to malicious activity by modshellcode component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_3,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.screenshot component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_4,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.maltoken component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_5,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.stealtoken component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_6,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.reverttoself component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_7,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.smbcomm component of RedFLARE
REDFLARE,APT_Trojan_Win_REDFLARE_8,yara,production,A static type of detection intended to detect OpCode of malicious routine by redflare.powershell component
REDFLARE (Gorat),APT_Backdoor_MacOS_GORAT_1,yara,production,This rule is looking for specific strings associated with network activity found within the MacOS generated variant of GORAT.
REDFLARE (Gorat),APT_Backdoor_Win_GORAT_1,yara,production,A static type of detection intended to detect OpCode of malicious routine used by GoRAT
REDFLARE (Gorat),APT_Backdoor_Win_GORAT_1,yara,production,This detects if a sample is less than 50KB and has a number of strings found in the Gorat shellcode (stage0 loader). The loader contains an embedded DLL (stage0.dll) that contains a number of unique strings. The 'Cookie' string found in this loader is important as this cookie is needed by the C2 server to download the Gorat implant (stage1 payload).
REDFLARE (Gorat),APT_Backdoor_Win_GORAT_2,yara,production,"Verifies that the sample is a Windows PE that is less than 10MB in size and has the Go build ID strings. Then checks for various strings known to be in the Gorat implant including strings used in C2 json, names of methods, and the unique string 'murica' used in C2 comms. A check is done to ensure the string 'rat' appears in the binary over 1000 times as it is the name of the project used by the implant and is present well over 2000 times."
REDFLARE (Gorat),APT_Backdoor_Win_GORAT_3,yara,production,"This rule uses the same logic as FE_APT_Trojan_Win_GORAT_1_FEBeta with the addition of one check, to look for strings that are known to be in the Gorat implant when a certain cleaning script is not run against it."
REDFLARE (Gorat),APT_Backdoor_Win_GORAT_4,yara,production,Verifies that the sample is a Windows PE that is less than 10MB in size and exports numerous functions that are known to be exported by the Gorat implant. This is done in an effort to provide detection for packed samples that may not have other strings but will need to replicate exports to maintain functionality.
REDFLARE (Gorat),APT_Backdoor_Win_GoRat_Memory,yara,production,"Identifies GoRat malware in memory, based on strings."
REDFLARE (Gorat),Backdoor.HTTP.GORAT.[Build ID],snort,production,
REDFLARE (Gorat),Backdoor.HTTP.GORAT.[POST],snort,production,GORAT is the modular backdoor portion of the REDFLARE framework. This rule looks for unique content within the HTTP request communications of the backdoor.
REDFLARE (Gorat),Backdoor.HTTP.GORAT.[SID1],snort,production,GORAT is the modular backdoor portion of the REDFLARE framework. This rule looks for unique content within the HTTP request communications of the backdoor.
REDFLARE (Gorat),Trojan_MSIL_GORAT_Module_PowerShell_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'RedFlare - Module - PowerShell' project.
REDFLARE (Gorat),Trojan_MSIL_GORAT_Plugin_DOTNET_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'RedFlare - Plugin - .NET' project.
RESUMEPLEASE,Trojan_Macro_RESUMEPLEASE_1,clamav,production,A static type of detection intended to detect  Strings of vba function used in forming and executing payload 
RESUMEPLEASE,Trojan_Macro_RESUMEPLEASE_1,yara,production,A static type of detection intended to detect  Strings of vba function used in forming and executing payload 
REVOLVER,APT_HackTool_MSIL_REVOLVER_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'revolver' project.
SHARPUTILS,Tool_MSIL_CSharpUtils_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'CSharpUtils' project.
RUBEUS,HackTool_MSIL_Rubeus_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the public Rubeus project.
SAFETYKATZ,SAFETYKATZ (CREDENTIAL STEALER),hxioc,production,SafetyKatz is a combination of slightly modified version of Mimikatz project and .NET PE Loader. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Credential Access and Technique(s): T1003.001.
SAFETYKATZ,HackTool_MSIL_SAFETYKATZ_4,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the public SafetyKatz project.
SAFETYKATZ,SafetyKatz A (Credential Stealer),hxioc,production,Identifies lsass memory dumps created by the tool SafetyKatz.
SHARPERSIST,COM CLSID registry activity (METHODOLOGY),hxioc,supplemental,"Detects changes to Windows Component Object Model Class ID (clsid) registry persistence keys. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion, Persistence, Privilege Escalation and Technique(s): T1112, T1546.015."
SHARPERSIST,HOTKEY PERSISTENCE (METHODOLOGY),hxioc,supplemental,"This IOC detects HOTKEY based persistence techniques. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Persistence, Privilege Escalation and Technique(s): T1547.001."
SHARPERSIST,HackTool_MSIL_SharPersist_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the SharPersist project.
SHARPERSIST,HackTool_MSIL_SharPersist_2,yara,production,This rule looks for PEs with default strings and debug strings that are common to the SharPersist tool.
SHARPERSIST,SHARPERSIST (UTILITY),hxioc,production,This IOC detects a Windows Persistence Toolkit called SharPersist.
SHARPERSIST,SHARPERSIST A (UTILITY),hxioc,production,"This IOC detects windows persistence activity performed by the Sharpersist utility. It has multiple persistence functionalities such as Keepass, hotkey, new schedule task, Startup Folder and Scheduled Task Backdoor. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Execution, Persistence, Privilege Escalation and Technique(s): T1047, T1053.005."
SHARPERSIST,Service Failure Abuse (Methodology),hxioc,production,"Identifies abuse of the ""FailureCommand"" feature in known-abusable services."
SHARPERSIST,SharPersist B (utility),hxioc,production,Identifies artifacts created by the a variant of the SharPersist persistence creation tool.
SHARPIVOT,HackTool_MSIL_SharPivot_1,yara,production,A static type of detection intended to detect OpCode of malicious random generator
SHARPIVOT,HackTool_MSIL_SharPivot_2,yara,production,A static type of detection intended to detect Strings detection function names
SHARPIVOT,HackTool_MSIL_SharPivot_3,yara,production,This rule looks for .NET PE files that have the strings of various method names in the SharPivot code.
SHARPIVOT,HackTool_MSIL_SharPivot_4,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the SharPivot project.
SHARPIVOT,Possible Handler Poisoning (Methodology),hxioc,production,"Identified possible protocol handler poisoning attacks, in which a new protocol handler is added to Windows in order to execute a specified malicious command."
SHARPIVOT,SHARPIVOT (UTILITY),hxioc,production,"SHARPIVOT is a .NET console application that can be used to perform command execution against a remote target for the purposes of lateral movement. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Execution, Lateral Movement and Technique(s): T1021.003, T1559.001,T1059.003."
SHARPSACK,APT_HackTool_MSIL_SHARPSACK_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpsack' project.
SHARPSCHTASK,HackTool_MSIL_SharpSchtask_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'SharpSchtask' project.
SHARPSTOMP,APT_HackTool_MSIL_SHARPSTOMP_1,yara,production,A static type of detection intended to detect Strings related to functions and pi 
SHARPSTOMP,APT_HackTool_MSIL_SHARPSTOMP_2,yara,production,A static type of detection intended to detect OpCode of malicious routine in setting file attributes 
SHARPSTOMP,HackTool_MSIL_SharpStomp_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the SharpStomp project.
SHARPSTOMP,SHARPSTOMP (UTILITY),hxioc,production,"SharpStomp is a C# utility that can be used to timestomp the specified file's creation, last access, and last write time. This is associated with MITRE ATT&amp;CK (r) Tactic(s): Defense Evasion and Technique(s): T1070.006."
SHARPY,Loader_MSIL_SharPy_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'SharPy' project.
SHARPZEROLOGON,HackTool_MSIL_SHARPZEROLOGON_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the public 'sharpzerologon' project.
UNCATEGORIZED,APT_HackTool_MSIL_DNSOVERHTTPS_C2_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the public 'DoHC2' External C2 project.
UNCATEGORIZED,APT_HackTool_MSIL_MODIFIEDSHARPVIEW_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'modifiedsharpview' project.
UNCATEGORIZED,APT_HackTool_MSIL_PRAT_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'prat' project.
UNCATEGORIZED,APT_HackTool_MSIL_REDTEAMMATERIALS_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'red_team_materials' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPDACL_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpdacl' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPDNS_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpdns' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPGOPHER_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpgopher' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPNATIVEZIPPER_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpnativezipper' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPNFS_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpnfs' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPPATCHCHECK_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharppatchcheck' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPSQLCLIENT_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpsqlclient' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPTEMPLATE_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharptemplate' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPWEBCRAWLER_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpwebcrawler' project.
UNCATEGORIZED,APT_HackTool_MSIL_SHARPZIPLIBZIPPER_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'sharpziplibzipper' project.
SINFULOFFICE,Builder_MSIL_SinfulOffice_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'SinfulOffice' project.
SINFULOFFICE,Methodology_OLE_CHARENCODING_2,yara,supplemental,A static type of detection intended to detect Strings used in constants use for character decoding 
NETASSEMBLYINJECT,Loader_MSIL_NETAssemblyInject_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the 'NET-Assembly-Inject' project.
TITOSPECIAL,APT_HackTool_MSIL_TITOSPECIAL_1,yara,production,A static type of detection intended to detect OpCode of malicious dumping and shellcode  
TITOSPECIAL,CredTheft_MSIL_TitoSpecial_1,yara,production,This rule looks for .NET PE files that have the strings of various method names in the TitoSpecial code.
TITOSPECIAL,CredTheft_MSIL_TitoSpecial_2,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the TitoSpecial project. There are 2 GUIDs in this rule as the x86 and x64 versions of this tool use a different ProjectGuid.
TITOSPECIAL,HackTool_Win32_AndrewSpecial_1,yara,production,A static type of detection intended to detect OpCode of malicious dumping and shellcode
TITOSPECIAL,HackTool_Win64_AndrewSpecial_1,yara,production,A static type of detection intended to detect OpCode of malicious dumping and shellcode
TITOSPECIAL,TitoSpecial Memory Dump (Credential Stealer),hxioc,production,"Identifies memory dump files created by the credential stealing tool TitoSpecial, which is a variant of the publicly-available tool AndrewSpecial."
TRIMBISHOP,APT_Loader_MSIL_TRIMBISHOP_1,yara,production,This rule is designed to detect byte sequences consistent with TRIMBISHOP payloads
TRIMBISHOP,APT_Loader_MSIL_TRIMBISHOP_2,yara,production,This rule is designed to detect byte sequences consistent with TRIMBISHOP payloads
TRIMBISHOP,Loader_MSIL_RURALBISHOP_1,yara,new,This rule is designed to detect byte sequences present in RURALBISHOP payloads
TRIMBISHOP,Loader_MSIL_RURALBISHOP_2,yara,new,This rule is designed to detect byte sequences present in RURALBISHOP payloads
TRIMBISHOP,Loader_MSIL_RuralBishop_1,yara,production,The TypeLibGUID present in a .NET binary maps directly to the ProjectGuid found in the '.csproj' file of a .NET project. This rule looks for .NET PE files that contain the ProjectGuid found in the public RuralBishop project.
TRIMBISHOP,Loader_MSIL_TrimBishop_1,yara,production,"This rule looks for .NET PE files that have the string 'msg' more than 60 times as well as numerous function names unique to or used by the TrimBishop tool. All strings found in RuralBishop are reversed in TrimBishop and stored in a variable with the format 'msg##'. With the exception of 'msg', 'DTrim', and 'ReverseString' the other strings referenced in this rule may be shared with RuralBishop."
